timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:06:58.797156,ts,50,humid_cold,1,2.918,1
2025-11-08T16:06:59.720510,ts,50,humid_cold,2,2.052,1
2025-11-08T16:07:01.630469,ts,50,humid_cold,3,2.872,1
2025-11-08T16:07:03.335633,ts,50,humid_cold,4,1.789,1
2025-11-08T16:07:04.298915,ts,50,humid_cold,5,2.153,1
2025-11-08T16:07:05.237956,ts,50,humid_cold,6,2.247,1
2025-11-08T16:07:06.107388,ts,50,humid_cold,7,2.773,1
2025-11-08T16:07:07.987056,ts,50,humid_cold,8,2.916,1
2025-11-08T16:07:09.985377,ts,50,humid_cold,9,1.813,1
2025-11-08T16:07:11.521566,ts,50,humid_cold,10,1.754,1
